Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:18460000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
18460000;2;01/02/2016;;1;1;"6065,6777";"4657,0923";"5313,705";5;28;2;2;2;;;"5584,6543";"5697,238";"5781,92";"6022,97";"6065,6777";"6022,97";"5994,5264";"5923,5156";"5852,646";"5753,6694";"5654,9756";"5542,533";"5416,4883";"5318,7896";"5207,5";"5124,2915";"5082,7715";"5068,944";"5068,944";"5013,697";"4958,551";"4889,7617";"4834,8467";"4766,3486";"4738,9956";"4711,6685";"4684,3677";"4657,0923";"4657,0923";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;
18460000;2;01/01/2016;;1;1;"5514,4814";"2134,3755";"3438,1611";31;1;2;2;2;;;"2134,3755";"2218,426";"2266,6958";"2412,5278";"2400,3174";"2412,5278";"2412,5278";"2424,748";"2436,979";"2461,4712";"2522,8787";"2671,2705";"2821,0503";"2921,649";"3048,2126";"3137,3337";"3239,7048";"3329,724";"3407,2092";"3563,058";"3746,3262";"3878,1575";"4103,9863";"4385,83";"4643,466";"4889,7617";"5124,2915";"5318,7896";"5346,6733";"5388,5444";"5514,4814";2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/12/2015;;1;1;"2050,8726";"1404,5806";"1616,4231";31;18;1;1;1;;;"1642,1334";"1630,6831";"1585,0173";"1539,5698";"1483,0736";"1483,0736";"1494,3448";"1539,5698";"1607,8232";"1653,5966";"1653,5966";"1630,6831";"1573,6351";"1562,266";"1483,0736";"1460,5746";"1426,9344";"1404,5806";"1404,5806";"1449,3468";"1471,8171";"1460,5746";"1483,0736";"1619,2467";"1711,1115";"1850,4552";"1932,5635";"1944,3412";"1932,5635";"1944,3412";"2050,8726";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/11/2015;;1;1;"1665,0735";"714,78";"994,6287";30;1;1;1;1;;;"714,78";"754,858";"805,4573";"856,5926";"897,8718";"908,2418";"866,882";"846,3238";"825,8483";"825,8483";"836,0755";"856,5926";"856,5926";"836,0755";"825,8483";"836,0755";"836,0755";"836,0755";"1023,5848";"1055,4329";"1055,4329";"1023,5848";"1034,1827";"970,8717";"1108,8693";"1293,711";"1415,7499";"1539,5698";"1630,6831";"1665,0735";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
18460000;2;01/10/2015;;1;1;"694,8794";"558,3311";"604,9139";31;4;1;1;1;;;"567,9161";"577,5282";"567,9161";"558,3311";"558,3311";"558,3311";"567,9161";"577,5282";"567,9161";"558,3311";"567,9161";"558,3311";"567,9161";"567,9161";"577,5282";"587,167";"596,8324";"596,8324";"606,5238";"616,2411";"625,9839";"625,9839";"635,7521";"645,5455";"655,3636";"655,3636";"665,2062";"675,0733";"684,9644";"684,9644";"694,8794";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/09/2015;;1;1;"616,2411";"539,2435";"560,628";1;11;1;1;1;;;"616,2411";"606,5238";"606,5238";"587,167";"577,5282";"577,5282";"567,9161";"558,3311";"558,3311";"548,7735";"539,2435";"539,2435";"539,2435";"539,2435";"539,2435";"539,2435";"539,2435";"548,7735";"548,7735";"548,7735";"548,7735";"548,7735";"558,3311";"558,3311";"558,3311";"558,3311";"558,3311";"567,9161";"567,9161";"567,9161";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
18460000;2;01/08/2015;;1;1;"991,9011";"616,2411";"766,9111";1;31;1;1;1;;;"991,9011";"981,377";"949,9179";"939,4697";"918,6315";"897,8718";"877,1917";"866,882";"846,3238";"825,8483";"795,2939";"775,032";"764,9339";"754,858";"754,858";"744,8044";"724,7653";"724,7653";"714,78";"704,818";"704,818";"694,8794";"684,9644";"675,0733";"655,3636";"645,5455";"635,7521";"645,5455";"635,7521";"625,9839";"616,2411";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/07/2015;;1;1;"1688,0663";"1013,0052";"1341,6672";1;31;1;1;1;;;"1688,0663";"1665,0735";"1619,2467";"1607,8232";"1573,6351";"1550,9113";"1505,6296";"1483,0736";"1471,8171";"1460,5746";"1438,133";"1426,9344";"1415,7499";"1404,5806";"1382,2858";"1371,1605";"1315,7627";"1293,711";"1293,711";"1271,7218";"1249,7958";"1217,0265";"1173,5627";"1151,9304";"1141,1395";"1130,3657";"1098,1467";"1087,4418";"1066,0847";"1023,5848";"1013,0052";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/06/2015;;1;1;"3111,827";"1711,1115";"2317,0015";1;30;1;1;1;;;"3111,827";"3035,5164";"2984,8186";"2909,0417";"2846,1448";"2808,5166";"2733,5132";"2658,851";"2596,898";"2535,1907";"2498,2854";"2436,979";"2375,9282";"2351,5806";"2290,8955";"2254,6125";"2206,3862";"2146,3494";"2110,4612";"2050,8726";"2015,257";"1979,7463";"1944,3412";"1897,3014";"1873,8539";"1827,1057";"1815,4498";"1780,5562";"1722,6532";"1711,1115";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
18460000;2;01/05/2015;;1;1;"6351,6665";"3201,2512";"5056,6787";3;31;1;1;1;;;"6265,6396";"6337,3154";"6351,6665";"6351,6665";"6308,629";"6294,2935";"6265,6396";"6208,3975";"6165,524";"6079,9253";"6037,2007";"6108,436";"5980,313";"5838,4897";"5725,4424";"5584,6543";"4752,6685";"4616,2314";"4480,463";"4358,854";"4224,394";"4090,6438";"3997,4487";"3891,3826";"3851,7305";"3733,1853";"3537,0027";"3459,0295";"3368,4294";"3291,0942";"3201,2512";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/04/2015;;1;1;"6366,0234";"5739,5527";"6028,047";1;28;1;1;1;;;"6366,0234";"6337,3154";"6279,9644";"6237,008";"6237,008";"6194,101";"6165,524";"6079,9253";"6122,699";"6122,699";"6065,6777";"6008,7456";"5937,7065";"5909,33";"5923,5156";"5923,5156";"5966,105";"5994,5264";"5980,313";"6008,7456";"6051,436";"5966,105";"5838,4897";"5852,646";"5923,5156";"5895,151";"5824,3384";"5739,5527";"5880,977";"6008,7456";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
18460000;2;01/03/2015;;1;1;"6466,671";"5124,2915";"5762,745";26;11;1;1;1;;;"5739,5527";"5654,9756";"5584,6543";"5612,765";"5598,707";"5542,533";"5458,4497";"5374,5815";"5318,7896";"5207,5";"5124,2915";"5277,0103";"5374,5815";"5318,7896";"5277,0103";"5207,5";"5290,9307";"5416,4883";"5598,707";"5824,3384";"5937,7065";"6194,101";"6308,629";"6380,3853";"6437,888";"6466,671";"6452,2773";"6437,888";"6423,5044";"6423,5044";"6380,3853";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/02/2015;;1;1;"5824,3384";"4237,808";"4823,3555";27;5;2;2;2;;;"4534,689";"4480,463";"4426,3457";"4318,4424";"4237,808";"4251,23";"4291,536";"4345,377";"4345,377";"4358,854";"4331,9062";"4507,5625";"4589,024";"4616,2314";"4616,2314";"4575,4297";"4548,262";"4534,689";"4999,9004";"5068,944";"5207,5";"5458,4497";"5584,6543";"5669,0566";"5753,6694";"5767,7915";"5824,3384";"5810,1934";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;;;
18460000;2;01/01/2015;;1;1;"4657,0923";"3667,5952";"4102,1934";29;7;1;1;1;;;"3812,1472";"3759,4753";"3733,1853";"3720,0515";"3706,9263";"3706,9263";"3667,5952";"3667,5952";"3667,5952";"3680,698";"3693,8079";"3733,1853";"3812,1472";"3864,9407";"3891,3826";"3997,4487";"4077,308";"4170,808";"4291,536";"4358,854";"4399,3286";"4453,3906";"4507,5625";"4534,689";"4534,689";"4561,843";"4616,2314";"4643,466";"4657,0923";"4643,466";"4602,624";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/12/2014;;1;1;"3967,19";"2146,78";"3037,7139";29;1;1;1;1;;;"2146,78";"2171,0";"2256,09";"2280,5";"2329,42";"2366,21";"2403,09";"2440,06";"2489,48";"2526,65";"2576,32";"2676,12";"2726,23";"2763,9";"2852,11";"2978,83";"3068,03";"3119,18";"3183,29";"3273,38";"3441,67";"3532,81";"3637,41";"3689,89";"3755,63";"3834,76";"3900,89";"3953,91";"3967,19";"3940,65";"3887,65";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/11/2014;;1;1;"2098,46";"1094,79";"1566,6567";30;1;1;1;1;;;"1094,79";"1116,69";"1138,64";"1160,66";"1182,75";"1249,37";"1249,37";"1294,09";"1316,54";"1339,04";"1361,6";"1384,22";"1441,02";"1521,09";"1601,82";"1636,6";"1636,6";"1659,85";"1729,91";"1800,39";"1800,39";"1800,39";"1835,79";"1847,61";"1871,29";"1883,15";"1906,9";"1990,37";"2050,31";"2098,46";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
18460000;2;01/10/2014;;1;1;"1072,97";"997,11";"1029,549";31;20;1;1;1;;;"1018,7";"1029,52";"1029,52";"1018,7";"1007,9";"1029,52";"1029,52";"1029,52";"1051,21";"1051,21";"1051,21";"1051,21";"1051,21";"1051,21";"1051,21";"1051,21";"1051,21";"1029,52";"1018,7";"997,11";"1007,9";"1007,9";"1007,9";"1007,9";"1007,9";"1007,9";"1007,9";"1007,9";"1029,52";"1051,21";"1072,97";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/09/2014;;1;1;"1105,73";"1029,52";"1059,577";1;11;1;1;1;;;"1105,73";"1094,79";"1094,79";"1072,97";"1072,97";"1083,87";"1083,87";"1051,21";"1051,21";"1051,21";"1029,52";"1029,52";"1029,52";"1029,52";"1051,21";"1051,21";"1051,21";"1051,21";"1072,97";"1072,97";"1072,97";"1072,97";"1072,97";"1072,97";"1072,97";"1051,21";"1051,21";"1029,52";"1029,52";"1029,52";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
18460000;2;01/08/2014;;1;1;"1486,7";"1105,73";"1274,709";1;30;1;1;1;;;"1486,7";"1463,83";"1452,42";"1452,42";"1429,63";"1406,9";"1384,22";"1372,91";"1361,6";"1361,6";"1350,32";"1327,78";"1316,54";"1305,31";"1271,7";"1271,7";"1249,37";"1249,37";"1227,1";"1204,89";"1204,89";"1171,7";"1160,66";"1160,66";"1149,64";"1138,64";"1138,64";"1116,69";"1116,69";"1105,73";"1105,73";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/07/2014;;1;1;"2304,94";"1498,15";"1845,3413";1;31;1;1;1;;;"2304,94";"2268,29";"2231,73";"2195,26";"2158,89";"2122,6";"2074,37";"2050,31";"2002,33";"1978,41";"1954,53";"1918,79";"1883,15";"1859,45";"1835,79";"1812,18";"1800,39";"1765,09";"1741,62";"1718,2";"1683,16";"1671,5";"1648,22";"1636,6";"1613,4";"1590,25";"1578,69";"1555,61";"1532,59";"1521,09";"1498,15";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/06/2014;;1;1;"4287,72";"2341,67";"3146,551";1;30;1;1;1;;;"4287,72";"4180,46";"4073,61";"3980,47";"3861,19";"3742,47";"3703,02";"3637,41";"3585,06";"3493,71";"3415,7";"3325,02";"3247,6";"3170,45";"3106,38";"3042,51";"2978,83";"2864,74";"2814,25";"2763,9";"2713,69";"2663,61";"2613,68";"2563,89";"2526,65";"2489,48";"2440,06";"2403,09";"2366,21";"2341,67";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
18460000;2;01/05/2014;;1;1;"6696,87";"4368,44";"5413,3643";1;31;1;1;1;;;"6696,87";"6639,42";"6582,06";"6496,15";"6296,37";"6367,61";"6253,68";"6140,07";"6040,91";"5913,79";"5815,2";"5702,83";"5590,8";"5534,91";"5451,24";"5353,86";"5284,47";"5173,73";"5077,13";"4967,07";"4871,06";"4775,34";"4707,15";"4625,51";"4571,2";"4530,54";"4530,54";"4530,54";"4489,93";"4435,87";"4368,44";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/04/2014;;1;1;"9008,36";"6725,62";"8062,9863";4;30;1;1;1;;;"8834,9";"8834,9";"8834,9";"9008,36";"8964,86";"8921,45";"8878,13";"8770,24";"8620,16";"8620,16";"8598,82";"8492,43";"8428,88";"8281,4";"8197,64";"8114,25";"7989,87";"7989,87";"7928,0";"7804,88";"7682,61";"7561,19";"7601,57";"7261,34";"7103,59";"6999,64";"6985,18";"6941,82";"6912,93";"6725,62";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
18460000;2;01/03/2014;;1;1;"10263,66";"8834,9";"9777,752";9;31;1;1;1;;;"9492,96";"9492,96";"9515,25";"9515,25";"9537,56";"9761,96";"10057,09";"10194,6";"10263,66";"10148,67";"10079,95";"10057,09";"10034,25";"10011,43";"10057,09";"10171,62";"10125,74";"10148,67";"10171,62";"10171,62";"10057,09";"9965,87";"9829,73";"9716,9";"9537,56";"9381,85";"9271,31";"9205,26";"9183,29";"9117,52";"8834,9";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/02/2014;;1;1;"9426,22";"6026,77";"7246,1245";28;1;1;1;1;;;"6026,77";"6097,54";"6182,64";"6225,25";"6253,68";"6282,14";"6353,35";"6424,69";"6453,26";"6424,69";"6453,26";"6582,06";"6682,5";"6711,24";"6797,57";"6912,93";"7083,98";"7261,34";"7561,19";"7825,34";"7969,23";"8218,55";"8492,43";"8770,24";"8986,6";"9139,42";"9293,37";"9426,22";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
18460000;2;01/01/2014;;1;1;"5984,36";"5381,66";"5700,37";31;1;2;2;2;;;"5381,66";"5479,11";"5562,85";"5590,8";"5674,79";"5801,13";"5801,13";"5787,08";"5857,42";"5885,59";"5787,08";"5702,83";"5688,81";"5674,79";"5646,77";"5604,79";"5590,8";"5590,8";"5590,8";"5576,82";"5576,82";"5590,8";"5632,77";"5688,81";"5716,86";"5758,97";"5801,13";"5843,34";"5899,69";"5942,0";"5984,36";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
18460000;2;01/12/2013;;1;1;"5312,21";"2601,22";"3473,17";30;1;2;2;2;;;"2601,22";"2713,69";"2751,34";"2776,48";"2776,48";"2801,65";"2826,86";"2839,48";"2877,39";"2953,42";"3017,01";"3042,51";"3080,81";"3106,38";"3119,18";"3093,59";"3106,38";"3131,99";"3196,14";"3299,19";"3454,67";"3611,22";"3808,36";"4033,65";"4207,24";"4381,91";"4625,51";"4830,0";"5063,35";"5312,21";"5229,06";1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
18460000;2;01/11/2013;;1;1;"2501,86";"1271,7";"1916,688";30;1;1;1;1;;;"1271,7";"1294,09";"1294,09";"1350,32";"1395,56";"1452,42";"1555,61";"1590,25";"1671,5";"1706,51";"1729,91";"1753,35";"1812,18";"1859,45";"1930,69";"1954,53";"2002,33";"2050,31";"2074,37";"2110,53";"2158,89";"2231,73";"2292,71";"2353,94";"2366,21";"2415,41";"2452,4";"2427,73";"2440,06";"2501,86";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
18460000;2;01/10/2013;;1;1;"1271,7";"858,56";"997,7868";31;9;1;1;1;;;"922,12";"922,12";"911,48";"890,25";"879,67";"879,67";"879,67";"879,67";"858,56";"858,56";"879,67";"890,25";"900,86";"879,67";"879,67";"879,67";"890,25";"943,45";"1029,52";"1062,08";"1094,79";"1094,79";"1083,87";"1116,69";"1138,64";"1138,64";"1171,7";"1193,81";"1249,37";"1260,53";"1271,7";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/09/2013;;1;1;"975,59";"900,86";"939,5633";8;14;1;1;1;;;"964,86";"964,86";"943,45";"964,86";"943,45";"922,12";"943,45";"975,59";"964,86";"943,45";"943,45";"943,45";"922,12";"900,86";"911,48";"922,12";"911,48";"900,86";"922,12";"932,78";"943,45";"943,45";"943,45";"932,78";"943,45";"943,45";"954,15";"954,15";"943,45";"943,45";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
18460000;2;01/08/2013;;1;1;"1361,6";"964,86";"1141,2874";1;31;1;1;1;;;"1361,6";"1350,32";"1316,54";"1294,09";"1294,09";"1271,7";"1238,23";"1227,1";"1227,1";"1204,89";"1204,89";"1182,75";"1171,7";"1160,66";"1138,64";"1138,64";"1116,69";"1116,69";"1094,79";"1083,87";"1072,97";"1051,21";"1051,21";"1029,52";"1029,52";"1018,7";"1007,9";"997,11";"986,34";"975,59";"964,86";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/07/2013;;1;1;"2243,91";"1361,6";"1741,1758";1;31;1;1;1;;;"2243,91";"2195,26";"2158,89";"2134,69";"2098,46";"2050,31";"2014,31";"1978,41";"1930,69";"1883,15";"1847,61";"1812,18";"1788,61";"1753,35";"1729,91";"1694,82";"1671,5";"1636,6";"1613,4";"1590,25";"1567,14";"1544,09";"1521,09";"1521,09";"1486,7";"1475,26";"1452,42";"1429,63";"1395,56";"1395,56";"1361,6";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/06/2013;;1;1;"3834,76";"2292,71";"2945,0566";1;30;1;1;1;;;"3834,76";"3729,31";"3624,31";"3519,77";"3454,67";"3376,79";"3325,02";"3286,28";"3247,6";"3183,29";"3119,18";"3068,03";"3004,28";"2966,12";"2915,37";"2877,39";"2826,86";"2801,65";"2763,9";"2713,69";"2663,61";"2613,68";"2563,89";"2526,65";"2501,86";"2440,06";"2403,09";"2366,21";"2341,67";"2292,71";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
18460000;2;01/05/2013;;1;1;"6941,82";"3914,13";"5622,1753";1;31;1;1;1;;;"6941,82";"6898,49";"6840,79";"6783,17";"6668,14";"6582,06";"6510,46";"6410,42";"6310,61";"6339,1";"6339,1";"6296,37";"6239,46";"6140,07";"6069,22";"5970,24";"5815,2";"5660,78";"5437,31";"5229,06";"5049,58";"4925,89";"4775,34";"4639,1";"4544,09";"4381,91";"4274,29";"4207,24";"4086,95";"4007,05";"3914,13";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/04/2013;;1;1;"8407,74";"7103,59";"8022,85";20;30;2;2;2;;;"7804,88";"7825,34";"7866,34";"7886,87";"7928,0";"7969,23";"7989,87";"8031,24";"8051,96";"8093,47";"8114,25";"8155,9";"8176,76";"8218,55";"8260,43";"8281,4";"8323,42";"8344,47";"8386,63";"8407,74";"8344,47";"8281,4";"8218,55";"8155,9";"8093,47";"7886,87";"7682,61";"7500,79";"7301,01";"7103,59";;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
18460000;2;01/03/2013;;1;1;"8380,49";"7244,97";"7596,935";30;18;1;1;1;;;"7457,07";"7421,58";"7421,58";"7386,15";"7386,15";"7386,15";"7457,07";"7510,41";"7546,04";"7563,87";"7563,87";"7563,87";"7528,22";"7474,84";"7421,58";"7350,77";"7280,18";"7244,97";"7315,45";"7421,58";"7350,77";"7581,72";"7635,35";"7671,16";"7796,96";"7977,83";"8123,5";"8214,98";"8306,8";"8380,49";"7764,03";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/02/2013;;1;1;"7617,4556";"5866,9785";"7054,1177";21;1;1;1;1;;0;"5866,9785";"5965,7603";"6098,306";"6282,1045";"6416,8926";"6569,643";"6706,405";"6826,824";"6895,9497";"6895,9497";"6930,5977";"6965,3022";"7000,0635";"7104,6865";"7192,259";"7315,4487";"7403,859";"7492,616";"7546,036";"7599,58";"7617,4556";"7617,4556";"7599,58";"7563,8706";"7528,216";"7528,216";"7510,409";"7474,837";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
18460000;2;01/01/2013;;1;1;"5654,81";"2557,4695";"3362,8708";31;9;1;1;1;;0;"2749,6536";"2762,5476";"2749,6536";"2749,6536";"2698,1785";"2672,502";"2634,0642";"2582,959";"2557,4695";"2557,4695";"2570,209";"2608,4907";"2672,502";"2736,7695";"2827,1675";"2957,1455";"3153,9026";"3299,5105";"3432,8186";"3526,6526";"3647,9092";"3729,1233";"3797,0278";"3851,4978";"3906,0962";"3960,8225";"4333,471";"4584,936";"4966,459";"5317,526";"5654,81";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/12/2012;;1;1;"2853,0852";"2217,617";"2702,7766";21;1;1;1;1;;0;"2217,617";"2317,467";"2380,2417";"2430,661";"2481,2551";"2570,209";"2634,0642";"2672,502";"2672,502";"2736,7695";"2775,4517";"2801,2898";"2801,2898";"2788,3655";"2801,2898";"2827,1675";"2801,2898";"2801,2898";"2827,1675";"2827,1675";"2853,0852";"2827,1675";"2827,1675";"2827,1675";"2814,2236";"2775,4517";"2749,6536";"2749,6536";"2749,6536";"2723,8958";"2723,8958";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/11/2012;;1;1;"2118,5107";"1174,4503";"1468,3671";30;10;1;1;1;;0;"1219,3322";"1219,3322";"1230,5962";"1241,8774";"1241,8774";"1219,3322";"1196,8562";"1185,6444";"1208,0854";"1174,4503";"1174,4503";"1208,0854";"1264,4911";"1287,1722";"1287,1722";"1321,3193";"1367,0779";"1413,0931";"1470,9648";"1505,872";"1552,6249";"1599,6138";"1682,398";"1730,012";"1910,4874";"1910,4874";"1971,2971";"2056,9573";"2081,5425";"2118,5107";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
18460000;2;01/10/2012;;1;1;"1219,3322";"805,2587";"986,3708";30;1;1;1;1;;0;"805,2587";"826,3108";"847,4527";"847,4527";"868,6829";"890,0";"890,0";"911,4025";"932,8891";"932,8891";"943,6635";"954,4585";"976,1094";"954,4585";"954,4585";"954,4585";"954,4585";"943,6635";"943,6635";"943,6635";"965,2738";"997,8407";"1019,6512";"1052,513";"1096,5952";"1140,975";"1185,6444";"1196,8562";"1208,0854";"1219,3322";"1219,3322";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/09/2012;;1;1;"943,6635";"784,2978";"831,4225";1;24;2;2;2;;0;"943,6635";"911,4025";"911,4025";"900,6907";"879,3307";"868,6829";"868,6829";"858,0569";"847,4527";"847,4527";"847,4527";"836,8706";"826,3108";"826,3108";"815,7734";"815,7734";"805,2587";"805,2587";"805,2587";"805,2587";"805,2587";"805,2587";"794,7667";"784,2978";"784,2978";"784,2978";"784,2978";"805,2587";"784,2978";"784,2978";;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
18460000;2;01/08/2012;;1;1;"1355,6139";"932,8891";"1102,7109";1;31;1;1;1;;0;"1355,6139";"1344,1661";"1332,7345";"1241,8774";"1264,4911";"1241,8774";"1230,5962";"1196,8562";"1174,4503";"1152,1155";"1152,1155";"1129,8525";"1118,7485";"1107,6626";"1085,5465";"1085,5465";"1063,5051";"1063,5051";"1041,5397";"1041,5397";"1019,6512";"1019,6512";"1008,7361";"997,8407";"986,9651";"976,1094";"965,2738";"954,4585";"954,4585";"943,6635";"932,8891";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
