Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MedidorVazao: 1 = ADCP (outros modelos), 2 = ADCP RiverPro de 1200 kHz, 3 = ADCP RiverPro de 600 kHz, 4 = ADCP RiverRay de 600 kHz, 5 = ADCP StreamPro, 6 = ADCP Workhorse Rio Grande de 1200 kHz, 7 = ADCP Workhorse Rio Grande de 300 kHz,
8 = ADCP Workhorse Rio Grande de 600 kHz, 9 = Barco em movimento (moving boat ou smoot), 10 = FlowTracker;11 = Flutuador, 12 = MF Pro;13 = Micromolinete, 14 = Molinete de eixo horizontal, 15 = Molinete de eixo vertical,
16 = RiverSurveyor = M9, 17 = RiverSurveyor = S5, 18 = Volumétrico, 19 = Outros, 20 = Não especificado

Restrições da consulta:
Código da Estação:18460000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;Cota;Vazao;AreaMolhada;Largura;VelMedia;Profundidade;tecnico;medidorvazao
18460000;1;07/06/2000;01/01/1900 07:00;152;"470,0";"1932,0";"4402,0";"729,0";"0,439";"6,0";;
18460000;1;07/06/2000;01/01/1900 07:00;153;"470,0";"1932,0";"4402,0";"729,0";"0,439";"6,0";;
18460000;2;22/02/2000;01/01/1900 07:00;152;"812,0";"6751,0";"7314,0";"737,1";"0,923";"9,9";;
18460000;2;22/02/2000;01/01/1900 07:00;153;"812,0";"6751,0";"7314,0";"737,1";"0,923";"9,9";;0
18460000;1;22/02/2000;01/01/1900 07:00;152;"812,0";"6751,0";"7314,0";"737,1";"0,923";"9,9";;
18460000;2;22/11/1999;01/01/1900 07:00;151;"418,0";"1477,0";"3910,0";"742,5";"0,378";"5,3";;
18460000;2;22/11/1999;01/01/1900 07:00;152;"418,0";"1477,0";"3910,0";"742,5";"0,378";"5,3";;0
18460000;1;22/11/1999;01/01/1900 07:00;151;"418,0";"1477,0";"3910,0";"742,5";"0,378";"5,3";;
18460000;2;19/08/1999;01/01/1900 07:00;150;"341,0";"693,0";"3547,0";"732,7";"0,196";"4,8";;
18460000;2;19/08/1999;01/01/1900 07:00;151;"341,0";"693,0";"3547,0";"732,7";"0,196";"4,8";;0
18460000;1;19/08/1999;01/01/1900 07:00;150;"341,0";"693,0";"3547,0";"732,7";"0,196";"4,8";;
18460000;2;21/02/1999;01/01/1900 07:00;149;"622,0";"3889,0";"5259,0";"755,4";"0,739";"6,96";;
18460000;2;21/02/1999;01/01/1900 07:00;150;"622,0";"3889,0";"5259,0";"755,4";"0,739";"6,96";;0
18460000;1;21/02/1999;01/01/1900 07:00;149;"622,0";"3889,0";"5259,0";"755,4";"0,739";"6,96";;
18460000;2;25/11/1998;01/01/1900 07:00;148;"453,0";"1824,0";"4325,0";"745,8";"0,422";"5,8";;
18460000;2;25/11/1998;01/01/1900 07:00;149;"453,0";"1824,0";"4325,0";"745,8";"0,422";"5,8";;0
18460000;1;25/11/1998;01/01/1900 07:00;148;"453,0";"1824,0";"4325,0";"745,8";"0,422";"5,8";;
18460000;2;27/08/1998;01/01/1900 07:00;147;"341,0";"695,0";"3441,0";"732,3";"0,202";"4,7";;
18460000;2;27/08/1998;01/01/1900 07:00;148;"341,0";"695,0";"3441,0";"732,3";"0,202";"4,7";;0
18460000;1;27/08/1998;01/01/1900 07:00;147;"341,0";"695,0";"3441,0";"732,3";"0,202";"4,7";;
18460000;2;24/05/1998;01/01/1900 07:00;146;"484,0";"2452,0";"4703,0";"746,9";"0,521";"6,3";;
18460000;2;24/05/1998;01/01/1900 07:00;147;"484,0";"2452,0";"4703,0";"746,9";"0,521";"6,3";;0
18460000;1;24/05/1998;01/01/1900 07:00;146;"484,0";"2452,0";"4703,0";"746,9";"0,521";"6,3";;
18460000;1;24/05/1998;01/01/1900 07:00;145;"484,0";"2452,0";"4703,0";"746,9";"0,521";"6,3";;
18460000;2;04/03/1998;01/01/1900 07:00;145;"655,0";"4610,0";"5705,0";"756,8";"0,808";"7,5";;
18460000;2;04/03/1998;01/01/1900 07:00;146;"655,0";"4610,0";"5705,0";"756,8";"0,808";"7,5";;0
18460000;1;04/03/1998;01/01/1900 07:00;144;"655,0";"4610,0";"5705,0";"756,8";"0,808";"7,5";;
18460000;1;04/03/1998;01/01/1900 07:00;145;"655,0";"4610,0";"5705,0";"756,8";"0,808";"7,5";;
18460000;2;23/12/1997;01/01/1900 07:00;144;"483,0";"2193,0";"4425,0";"739,6";"0,496";"6,0";;
18460000;2;23/12/1997;01/01/1900 07:00;145;"483,0";"2193,0";"4425,0";"739,6";"0,496";"6,0";;0
18460000;1;23/12/1997;01/01/1900 07:00;144;"483,0";"2193,0";"4425,0";"739,6";"0,496";"6,0";;
18460000;1;23/12/1997;01/01/1900 07:00;143;"483,0";"2193,0";"4425,0";"739,6";"0,496";"6,0";;
18460000;2;02/10/1997;01/01/1900 07:00;15;"375,0";"1005,0";"3753,0";"739,4";"0,268";"5,1";;
18460000;2;02/10/1997;01/01/1900 07:00;144;"375,0";"1005,0";"3753,0";"739,4";"0,268";"5,1";;0
18460000;1;02/10/1997;01/01/1900 07:00;15;"375,0";"1005,0";"3753,0";"739,4";"0,268";"5,1";;
18460000;1;02/10/1997;01/01/1900 07:00;142;"375,0";"1005,0";"3753,0";"739,4";"0,268";"5,1";;
18460000;1;02/10/1997;01/01/1900 07:00;143;"375,0";"1005,0";"3753,0";"739,4";"0,268";"5,1";;
18460000;2;02/07/1997;01/01/1900 07:00;143;"470,0";"2114,0";"4402,0";"746,5";"0,48";"5,9";;0
18460000;1;02/07/1997;01/01/1900 07:00;142;"470,0";"2114,0";"4402,0";"746,5";"0,48";"5,9";;
18460000;1;02/07/1997;01/01/1900 07:00;141;"470,0";"2114,0";"4402,0";"746,5";"0,48";"5,9";;
18460000;1;02/07/1997;01/01/1900 07:00;143;"470,0";"2114,0";"4402,0";"746,5";"0,48";"5,9";;
18460000;2;25/03/1997;01/01/1900 07:00;142;"866,0";"7789,0";"7222,0";"740,6";"1,079";"9,8";;0
18460000;1;25/03/1997;01/01/1900 07:00;142;"866,0";"7789,0";"7222,0";"740,6";"1,079";"9,8";;
18460000;1;25/03/1997;01/01/1900 07:00;140;"866,0";"7789,0";"7222,0";"740,6";"1,079";"9,8";;
18460000;1;25/03/1997;01/01/1900 07:00;141;"866,0";"7789,0";"7222,0";"740,6";"1,079";"9,8";;
18460000;2;16/11/1996;01/01/1900 07:00;141;"423,0";"1664,0";"4106,0";"744,3";"0,405";"5,5";;0
18460000;1;16/11/1996;01/01/1900 07:00;140;"423,0";"1664,0";"4106,0";"744,3";"0,405";"5,5";;
18460000;1;16/11/1996;01/01/1900 07:00;139;"423,0";"1664,0";"4106,0";"744,3";"0,405";"5,5";;
18460000;2;03/07/1996;01/01/1900 07:00;140;"433,0";"1532,0";"4244,0";"743,6";"0,361";"5,7";;0
18460000;1;03/07/1996;01/01/1900 07:00;138;"433,0";"1532,0";"4244,0";"743,6";"0,361";"5,7";;
18460000;1;03/07/1996;01/01/1900 07:00;139;"433,0";"1532,0";"4244,0";"743,6";"0,361";"5,7";;
18460000;1;03/07/1996;01/01/1900 07:00;140;"433,0";"1532,0";"4244,0";"743,6";"0,361";"5,7";;
18460000;2;07/02/1996;01/01/1900 07:00;139;"681,0";"5004,0";"5995,0";"758,7";"0,835";"7,9";;0
18460000;1;07/02/1996;01/01/1900 07:00;139;"681,0";"5004,0";"5995,0";"758,7";"0,835";"7,9";;
18460000;1;07/02/1996;01/01/1900 07:00;138;"681,0";"5004,0";"5995,0";"758,7";"0,835";"7,9";;
18460000;1;07/02/1996;01/01/1900 07:00;137;"681,0";"5004,0";"5995,0";"758,7";"0,835";"7,9";;
18460000;2;13/11/1995;01/01/1900 07:00;137;"390,0";"1108,0";"3870,0";"741,2";"0,286";"5,2";;0
18460000;1;13/11/1995;01/01/1900 07:00;137;"390,0";"1108,0";"3870,0";"741,2";"0,286";"5,2";;
18460000;2;24/07/1995;01/01/1900 07:00;138;"448,0";"1901,0";"4234,0";"743,9";"0,449";"5,7";;0
18460000;1;24/07/1995;01/01/1900 07:00;136;"448,0";"1901,0";"4234,0";"743,9";"0,449";"5,7";;
18460000;1;24/07/1995;01/01/1900 07:00;138;"448,0";"1901,0";"4234,0";"743,9";"0,449";"5,7";;
18460000;2;03/04/1995;01/01/1900 07:00;137;"848,0";"7379,0";"7111,0";"766,7";"1,038";"9,3";;0
18460000;1;03/04/1995;01/01/1900 07:00;135;"848,0";"7379,0";"7111,0";"766,7";"1,038";"9,3";;
18460000;1;03/04/1995;01/01/1900 07:00;137;"848,0";"7379,0";"7111,0";"766,7";"1,038";"9,3";;
18460000;2;07/10/1994;01/01/1900 07:00;136;"363,0";"877,0";"3592,0";"735,7";"0,244";"4,9";;0
18460000;1;07/10/1994;01/01/1900 07:00;134;"363,0";"877,0";"3592,0";"735,7";"0,244";"4,9";;
18460000;1;07/10/1994;01/01/1900 07:00;136;"363,0";"877,0";"3592,0";"735,7";"0,244";"4,9";;
18460000;2;06/06/1994;01/01/1900 07:00;135;"547,0";"3103,0";"4870,0";"743,7";"0,637";"6,5";;0
18460000;1;06/06/1994;01/01/1900 07:00;133;"547,0";"3103,0";"4870,0";"743,7";"0,637";"6,5";;
18460000;1;06/06/1994;01/01/1900 07:00;135;"547,0";"3103,0";"4870,0";"743,7";"0,637";"6,5";;
18460000;2;09/09/1993;01/01/1900 07:00;134;"376,0";"1113,0";"3812,0";"737,2";"0,292";"5,2";;0
18460000;1;09/09/1993;01/01/1900 07:00;132;"376,0";"1113,0";"3812,0";"737,2";"0,292";"5,2";;
18460000;1;09/09/1993;01/01/1900 07:00;134;"376,0";"1113,0";"3812,0";"737,2";"0,292";"5,2";;
18460000;2;04/03/1993;01/01/1900 07:00;133;"960,0";"9998,0";"8032,0";"769,9";"1,245";"10,4";;0
18460000;1;04/03/1993;01/01/1900 07:00;131;"960,0";"9998,0";"8032,0";"769,9";"1,245";"10,4";;
18460000;1;04/03/1993;01/01/1900 07:00;133;"960,0";"9998,0";"8032,0";"769,9";"1,245";"10,4";;
18460000;2;12/03/1992;01/01/1900 07:00;132;"849,0";"8374,0";"7142,0";"766,1";"1,172";"9,3";;0
18460000;1;12/03/1992;01/01/1900 07:00;130;"849,0";"8374,0";"7142,0";"766,1";"1,172";"9,3";;
18460000;1;12/03/1992;01/01/1900 07:00;132;"849,0";"8374,0";"7142,0";"766,1";"1,172";"9,3";;
18460000;2;16/11/1990;01/01/1900 07:00;131;"423,0";"1530,0";"3943,0";"761,0";"0,388";"5,2";;0
18460000;1;16/11/1990;01/01/1900 07:00;129;"423,0";"1530,0";"3943,0";"761,0";"0,388";"5,2";;
18460000;1;16/11/1990;01/01/1900 07:00;131;"423,0";"1530,0";"3943,0";"761,0";"0,388";"5,2";;
18460000;2;21/02/1989;01/01/1900 07:00;130;"800,0";"6978,0";"6682,0";"754,37";"1,044";"8,86";;0
18460000;1;21/02/1989;01/01/1900 07:00;128;"800,0";"6978,0";"6682,0";"754,37";"1,044";"8,86";;
18460000;1;21/02/1989;01/01/1900 07:00;130;"800,0";"6978,0";"6682,0";"754,37";"1,044";"8,86";;
18460000;2;13/12/1988;01/01/1900 07:00;129;"565,0";"3324,0";"4972,0";"747,9";"0,669";"6,65";;0
18460000;1;13/12/1988;01/01/1900 07:00;127;"565,0";"3324,0";"4972,0";"747,9";"0,669";"6,65";;
18460000;1;13/12/1988;01/01/1900 07:00;129;"565,0";"3324,0";"4972,0";"747,9";"0,669";"6,65";;
18460000;2;25/08/1988;01/01/1900 07:00;128;"375,0";"1058,0";"3567,0";"736,9";"0,297";"4,84";;0
18460000;1;25/08/1988;01/01/1900 07:00;126;"375,0";"1058,0";"3567,0";"736,9";"0,297";"4,84";;
18460000;1;25/08/1988;01/01/1900 07:00;128;"375,0";"1058,0";"3567,0";"736,9";"0,297";"4,84";;
18460000;2;14/05/1988;01/01/1900 07:00;127;"725,0";"5772,0";"5753,0";"714,4";"1,003";"8,05";;0
18460000;1;14/05/1988;01/01/1900 07:00;125;"725,0";"5772,0";"5753,0";"714,4";"1,003";"8,05";;
18460000;1;14/05/1988;01/01/1900 07:00;127;"725,0";"5772,0";"5753,0";"714,4";"1,003";"8,05";;
18460000;2;08/02/1988;01/01/1900 07:00;126;"686,0";"5201,0";"5890,0";"768,48";"0,883";"7,66";;0
18460000;1;08/02/1988;01/01/1900 07:00;124;"686,0";"5201,0";"5890,0";"768,48";"0,883";"7,66";;
18460000;1;08/02/1988;01/01/1900 07:00;126;"686,0";"5201,0";"5890,0";"768,48";"0,883";"7,66";;
18460000;2;26/10/1987;01/01/1900 07:00;125;"372,0";"982,0";"3421,0";"730,83";"0,287";"4,68";;0
18460000;1;26/10/1987;01/01/1900 07:00;123;"372,0";"982,0";"3421,0";"730,83";"0,287";"4,68";;
18460000;1;26/10/1987;01/01/1900 07:00;125;"372,0";"982,0";"3421,0";"730,83";"0,287";"4,68";;
18460000;2;01/08/1987;01/01/1900 07:00;124;"376,0";"1189,0";"4003,0";"809,0";"0,297";"4,95";;0
18460000;1;01/08/1987;01/01/1900 07:00;122;"376,0";"1189,0";"4003,0";"809,0";"0,297";"4,95";;
18460000;1;01/08/1987;01/01/1900 07:00;124;"376,0";"1189,0";"4003,0";"809,0";"0,297";"4,95";;
18460000;2;02/05/1987;01/01/1900 07:00;123;"668,0";"5005,0";"5465,0";"687,23";"0,916";"7,95";;0
18460000;1;02/05/1987;01/01/1900 07:00;121;"668,0";"5005,0";"5465,0";"687,23";"0,916";"7,95";;
18460000;1;02/05/1987;01/01/1900 07:00;123;"668,0";"5005,0";"5465,0";"687,23";"0,916";"7,95";;
18460000;2;21/01/1987;01/01/1900 07:00;122;"620,0";"4509,0";"5860,0";"818,86";"0,769";"7,16";;0
18460000;1;21/01/1987;01/01/1900 07:00;120;"620,0";"4509,0";"5860,0";"818,86";"0,769";"7,16";;
18460000;1;21/01/1987;01/01/1900 07:00;122;"620,0";"4509,0";"5860,0";"818,86";"0,769";"7,16";;
18460000;2;12/12/1986;01/01/1900 07:00;121;"499,0";"2405,0";"4240,0";"690,47";"0,567";"6,14";;0
18460000;1;12/12/1986;01/01/1900 07:00;119;"499,0";"2405,0";"4240,0";"690,47";"0,567";"6,14";;
18460000;1;12/12/1986;01/01/1900 07:00;121;"499,0";"2405,0";"4240,0";"690,47";"0,567";"6,14";;
18460000;2;23/10/1986;01/01/1900 07:00;120;"473,0";"2030,0";"3958,0";"687,26";"0,513";"5,76";;0
18460000;1;23/10/1986;01/01/1900 07:00;118;"473,0";"2030,0";"3958,0";"687,26";"0,513";"5,76";;
18460000;1;23/10/1986;01/01/1900 07:00;120;"473,0";"2030,0";"3958,0";"687,26";"0,513";"5,76";;
18460000;2;03/08/1986;01/01/1900 07:00;119;"397,0";"1289,0";"3821,0";"745,72";"0,337";"5,12";;0
18460000;1;03/08/1986;01/01/1900 07:00;117;"397,0";"1289,0";"3821,0";"745,72";"0,337";"5,12";;
18460000;1;03/08/1986;01/01/1900 07:00;119;"397,0";"1289,0";"3821,0";"745,72";"0,337";"5,12";;
18460000;2;10/04/1986;01/01/1900 07:00;118;"814,0";"6806,0";"6675,0";"752,56";"1,02";"8,87";;0
18460000;1;10/04/1986;01/01/1900 07:00;116;"814,0";"6806,0";"6675,0";"752,56";"1,02";"8,87";;
18460000;1;10/04/1986;01/01/1900 07:00;118;"814,0";"6806,0";"6675,0";"752,56";"1,02";"8,87";;
18460000;2;13/02/1986;01/01/1900 07:00;117;"813,0";"7234,0";"6892,0";"779,78";"1,05";"8,84";;0
18460000;1;13/02/1986;01/01/1900 07:00;115;"813,0";"7234,0";"6892,0";"779,78";"1,05";"8,84";;
18460000;1;13/02/1986;01/01/1900 07:00;117;"813,0";"7234,0";"6892,0";"779,78";"1,05";"8,84";;
18460000;2;15/11/1985;01/01/1900 07:00;116;"457,0";"1949,0";"4261,0";"736,22";"0,457";"5,79";;0
18460000;1;15/11/1985;01/01/1900 07:00;114;"457,0";"1949,0";"4261,0";"736,22";"0,457";"5,79";;
18460000;1;15/11/1985;01/01/1900 07:00;116;"457,0";"1949,0";"4261,0";"736,22";"0,457";"5,79";;
18460000;2;22/09/1985;01/01/1900 07:00;115;"366,0";"888,0";"3588,0";"726,47";"0,247";"4,94";;0
18460000;1;22/09/1985;01/01/1900 07:00;113;"366,0";"888,0";"3588,0";"726,47";"0,247";"4,94";;
18460000;1;22/09/1985;01/01/1900 07:00;115;"366,0";"888,0";"3588,0";"726,47";"0,247";"4,94";;
18460000;2;25/07/1985;01/01/1900 07:00;114;"424,0";"1607,0";"4069,0";"733,23";"0,395";"5,55";;0
18460000;1;25/07/1985;01/01/1900 07:00;112;"424,0";"1607,0";"4069,0";"733,23";"0,395";"5,55";;
18460000;1;25/07/1985;01/01/1900 07:00;114;"424,0";"1607,0";"4069,0";"733,23";"0,395";"5,55";;
18460000;2;16/05/1985;01/01/1900 07:00;113;"814,0";"6471,0";"6776,0";"751,71";"0,955";"9,01";;0
18460000;1;16/05/1985;01/01/1900 07:00;111;"814,0";"6471,0";"6776,0";"751,71";"0,955";"9,01";;
18460000;1;16/05/1985;01/01/1900 07:00;113;"814,0";"6471,0";"6776,0";"751,71";"0,955";"9,01";;
18460000;2;22/03/1985;01/01/1900 07:00;112;"831,0";"7115,0";"6860,0";"747,3";"1,037";"9,18";;0
18460000;1;22/03/1985;01/01/1900 07:00;110;"831,0";"7115,0";"6860,0";"747,3";"1,037";"9,18";;
18460000;1;22/03/1985;01/01/1900 07:00;112;"831,0";"7115,0";"6860,0";"747,3";"1,037";"9,18";;
18460000;2;19/01/1985;01/01/1900 07:00;111;"715,0";"5085,0";"6086,0";"743,9";"0,835";"8,18";;0
18460000;1;19/01/1985;01/01/1900 07:00;109;"715,0";"5085,0";"6086,0";"743,9";"0,835";"8,18";;
18460000;1;19/01/1985;01/01/1900 07:00;111;"715,0";"5085,0";"6086,0";"743,9";"0,835";"8,18";;
18460000;2;02/11/1984;01/01/1900 07:00;110;"430,0";"1577,0";"3932,0";"724,35";"0,401";"5,43";;0
18460000;1;02/11/1984;01/01/1900 07:00;108;"430,0";"1577,0";"3932,0";"724,35";"0,401";"5,43";;
18460000;1;02/11/1984;01/01/1900 07:00;110;"430,0";"1577,0";"3932,0";"724,35";"0,401";"5,43";;
18460000;2;01/09/1984;01/01/1900 07:00;109;"368,0";"930,0";"3609,0";"717,37";"0,258";"5,03";;0
18460000;1;01/09/1984;01/01/1900 07:00;107;"368,0";"930,0";"3609,0";"717,37";"0,258";"5,03";;
18460000;1;01/09/1984;01/01/1900 07:00;109;"368,0";"930,0";"3609,0";"717,37";"0,258";"5,03";;
18460000;2;22/06/1984;01/01/1900 07:00;108;"485,0";"2388,0";"4634,0";"788,52";"0,515";"5,88";;0
18460000;1;22/06/1984;01/01/1900 07:00;106;"485,0";"2388,0";"4634,0";"788,52";"0,515";"5,88";;
18460000;1;22/06/1984;01/01/1900 07:00;108;"485,0";"2388,0";"4634,0";"788,52";"0,515";"5,88";;
18460000;2;19/04/1984;01/01/1900 07:00;107;"862,0";"6571,0";"6761,0";"739,13";"0,972";"9,15";;0
18460000;1;19/04/1984;01/01/1900 07:00;105;"862,0";"6571,0";"6761,0";"739,13";"0,972";"9,15";;
18460000;1;19/04/1984;01/01/1900 07:00;107;"862,0";"6571,0";"6761,0";"739,13";"0,972";"9,15";;
18460000;2;21/02/1984;01/01/1900 07:00;106;"692,0";"4668,0";"5735,0";"733,86";"0,814";"7,81";;0
18460000;1;21/02/1984;01/01/1900 07:00;104;"692,0";"4668,0";"5735,0";"733,86";"0,814";"7,81";;
18460000;1;21/02/1984;01/01/1900 07:00;106;"692,0";"4668,0";"5735,0";"733,86";"0,814";"7,81";;
18460000;2;17/01/1984;01/01/1900 07:00;105;"675,0";"4612,0";"5393,0";"697,6";"0,855";"7,73";;0
18460000;1;17/01/1984;01/01/1900 07:00;103;"675,0";"4612,0";"5393,0";"697,6";"0,855";"7,73";;
18460000;1;17/01/1984;01/01/1900 07:00;105;"675,0";"4612,0";"5393,0";"697,6";"0,855";"7,73";;
18460000;2;23/11/1983;01/01/1900 07:00;104;"490,0";"2233,0";"4372,0";"718,98";"0,511";"6,08";;0
18460000;1;23/11/1983;01/01/1900 07:00;102;"490,0";"2233,0";"4372,0";"718,98";"0,511";"6,08";;
18460000;1;23/11/1983;01/01/1900 07:00;104;"490,0";"2233,0";"4372,0";"718,98";"0,511";"6,08";;
18460000;2;25/09/1983;01/01/1900 07:00;103;"373,0";"1011,0";"3688,0";"720,99";"0,274";"5,11";;0
18460000;1;25/09/1983;01/01/1900 07:00;101;"373,0";"1011,0";"3688,0";"720,99";"0,274";"5,11";;
18460000;1;25/09/1983;01/01/1900 07:00;103;"373,0";"1011,0";"3688,0";"720,99";"0,274";"5,11";;
18460000;2;25/07/1983;01/01/1900 07:00;102;"408,0";"1617,0";"4217,0";"784,88";"0,383";"5,37";;0
18460000;1;25/07/1983;01/01/1900 07:00;100;"408,0";"1617,0";"4217,0";"784,88";"0,383";"5,37";;
18460000;1;25/07/1983;01/01/1900 07:00;102;"408,0";"1617,0";"4217,0";"784,88";"0,383";"5,37";;
18460000;2;25/05/1983;01/01/1900 07:00;101;"558,0";"3363,0";"5046,0";"729,98";"0,666";"6,91";;0
18460000;1;25/05/1983;01/01/1900 07:00;99;"558,0";"3363,0";"5046,0";"729,98";"0,666";"6,91";;
18460000;1;25/05/1983;01/01/1900 07:00;101;"558,0";"3363,0";"5046,0";"729,98";"0,666";"6,91";;
18460000;2;25/03/1983;01/01/1900 07:00;100;"872,0";"8356,0";"7180,0";"739,97";"1,164";"9,7";;0
18460000;1;25/03/1983;01/01/1900 07:00;98;"872,0";"8356,0";"7180,0";"739,97";"1,164";"9,7";;
18460000;1;25/03/1983;01/01/1900 07:00;100;"872,0";"8356,0";"7180,0";"739,97";"1,164";"9,7";;
18460000;2;01/12/1982;01/01/1900 07:00;99;"454,0";"1898,0";"3982,0";"703,82";"0,477";"5,66";;0
18460000;1;01/12/1982;01/01/1900 07:00;97;"454,0";"1898,0";"3982,0";"703,82";"0,477";"5,66";;
18460000;1;01/12/1982;01/01/1900 07:00;99;"454,0";"1898,0";"3982,0";"703,82";"0,477";"5,66";;
18460000;2;30/09/1982;01/01/1900 07:00;98;"410,0";"1516,0";"4019,0";"710,83";"0,377";"5,65";;0
18460000;1;30/09/1982;01/01/1900 07:00;96;"410,0";"1516,0";"4019,0";"710,83";"0,377";"5,65";;
18460000;1;30/09/1982;01/01/1900 07:00;98;"410,0";"1516,0";"4019,0";"710,83";"0,377";"5,65";;
18460000;2;23/07/1982;01/01/1900 07:00;97;"439,0";"1808,0";"4129,0";"714,13";"0,438";"5,78";;0
18460000;1;23/07/1982;01/01/1900 07:00;95;"439,0";"1808,0";"4129,0";"714,13";"0,438";"5,78";;
18460000;1;23/07/1982;01/01/1900 07:00;97;"439,0";"1808,0";"4129,0";"714,13";"0,438";"5,78";;
18460000;2;26/05/1982;01/01/1900 07:00;96;"682,0";"4922,0";"5754,0";"732,39";"0,855";"7,86";;0
18460000;2;26/05/1982;01/01/1900 07:00;94;"682,0";"4922,0";"5754,0";"732,39";"0,855";"7,86";;0
18460000;1;26/05/1982;01/01/1900 07:00;94;"682,0";"4922,0";"5754,0";"732,39";"0,855";"7,86";;
18460000;1;26/05/1982;01/01/1900 07:00;96;"682,0";"4922,0";"5754,0";"732,39";"0,855";"7,86";;
18460000;2;06/04/1982;01/01/1900 07:00;95;"933,0";"8961,0";"3863,0";"742,95";"2,32";"5,2";;0
18460000;1;06/04/1982;01/01/1900 07:00;93;"933,0";"8961,0";"3863,0";"742,95";"2,32";"5,2";;
18460000;1;06/04/1982;01/01/1900 07:00;95;"933,0";"8961,0";"3863,0";"742,95";"2,32";"5,2";;
18460000;2;30/03/1982;01/01/1900 07:00;94;"909,0";"8589,0";"7760,0";"741,88";"1,106";"10,46";;0
18460000;1;30/03/1982;01/01/1900 07:00;92;"909,0";"8589,0";"7760,0";"741,88";"1,106";"10,46";;
18460000;1;30/03/1982;01/01/1900 07:00;94;"909,0";"8589,0";"7760,0";"741,88";"1,106";"10,46";;
18460000;2;05/02/1982;01/01/1900 07:00;93;"953,0";"8798,0";"7649,0";"754,48";"1,15";"10,13";;0
18460000;1;05/02/1982;01/01/1900 07:00;91;"953,0";"8798,0";"7649,0";"754,48";"1,15";"10,13";;
18460000;1;05/02/1982;01/01/1900 07:00;93;"953,0";"8798,0";"7649,0";"754,48";"1,15";"10,13";;
18460000;2;31/01/1982;01/01/1900 07:00;92;"956,0";"8861,0";"7597,0";"740,3";"1,166";"10,26";;0
18460000;1;31/01/1982;01/01/1900 07:00;90;"956,0";"8861,0";"7597,0";"740,3";"1,166";"10,26";;
18460000;1;31/01/1982;01/01/1900 07:00;92;"956,0";"8861,0";"7597,0";"740,3";"1,166";"10,26";;
18460000;2;28/11/1981;01/01/1900 07:00;91;"512,0";"2474,0";"4287,0";"752,12";"0,577";"5,7";;0
18460000;1;28/11/1981;01/01/1900 07:00;89;"512,0";"2474,0";"4287,0";"752,12";"0,577";"5,7";;
18460000;1;28/11/1981;01/01/1900 07:00;91;"512,0";"2474,0";"4287,0";"752,12";"0,577";"5,7";;
18460000;2;19/11/1981;01/01/1900 07:00;90;"444,0";"1705,0";"3962,0";"742,53";"0,43";"5,34";;0
18460000;1;19/11/1981;01/01/1900 07:00;88;"444,0";"1705,0";"3962,0";"742,53";"0,43";"5,34";;
18460000;1;19/11/1981;01/01/1900 07:00;90;"444,0";"1705,0";"3962,0";"742,53";"0,43";"5,34";;
18460000;2;03/10/1981;01/01/1900 07:00;89;"358,0";"943,0";"3691,0";"740,98";"0,255";"4,99";;0
18460000;1;03/10/1981;01/01/1900 07:00;87;"358,0";"943,0";"3691,0";"740,98";"0,255";"4,99";;
18460000;1;03/10/1981;01/01/1900 07:00;89;"358,0";"943,0";"3691,0";"740,98";"0,255";"4,99";;
18460000;2;23/09/1981;01/01/1900 07:00;88;"357,0";"840,0";"3609,0";"741,54";"0,233";"4,87";;0
18460000;1;23/09/1981;01/01/1900 07:00;86;"357,0";"840,0";"3609,0";"741,54";"0,233";"4,87";;
18460000;1;23/09/1981;01/01/1900 07:00;88;"357,0";"840,0";"3609,0";"741,54";"0,233";"4,87";;
18460000;2;06/07/1981;01/01/1900 07:00;87;"434,0";"1676,0";"4020,0";"737,03";"0,412";"5,45";;0
18460000;1;06/07/1981;01/01/1900 07:00;85;"434,0";"1676,0";"4020,0";"737,03";"0,412";"5,45";;
18460000;1;06/07/1981;01/01/1900 07:00;87;"434,0";"1676,0";"4020,0";"737,03";"0,412";"5,45";;
18460000;2;03/07/1981;01/01/1900 07:00;86;"441,0";"1767,0";"4172,0";"742,6";"0,424";"5,62";;0
18460000;1;03/07/1981;01/01/1900 07:00;84;"441,0";"1767,0";"4172,0";"742,6";"0,424";"5,62";;
18460000;1;03/07/1981;01/01/1900 07:00;86;"441,0";"1767,0";"4172,0";"742,6";"0,424";"5,62";;
18460000;2;21/04/1981;01/01/1900 07:00;85;"826,0";"7164,0";"6717,0";"740,34";"1,066";"9,07";;0
18460000;1;21/04/1981;01/01/1900 07:00;83;"826,0";"7164,0";"6717,0";"740,34";"1,066";"9,07";;
18460000;1;21/04/1981;01/01/1900 07:00;85;"826,0";"7164,0";"6717,0";"740,34";"1,066";"9,07";;
18460000;2;16/04/1981;01/01/1900 07:00;83;"852,0";"7673,0";"6910,0";"734,15";"1,11";"9,41";;0
18460000;2;16/04/1981;01/01/1900 07:00;84;"853,0";"7355,0";"6997,0";"734,15";"1,051";"9,53";;0
